"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000116299",57535,"KIAA1324","protein_coding",-2.62239516994682,3.97482004973419,-3.74028526409862,0.000445362831985805,0.774476495518837
"ENSG00000278224",29964,"PRICKLE4","protein_coding",-2.04232052026041,-1.00410144489534,-3.24036505292083,0.00204350396672086,0.809255995285998
"ENSG00000176720",666,"BOK","protein_coding",-2.71338577321485,-0.273255557598323,-2.65676956570252,0.010345276398571,0.940594008732476
"ENSG00000124257",140825,"NEURL2","protein_coding",-2.05931481281941,-1.15824906804557,-2.42482001896878,0.0186820733568956,0.940594008732476
"ENSG00000259024",100533496,"TVP23C-CDRT4","protein_coding",-2.51878107643111,0.341770087925022,-2.2777193558494,0.0267156290306055,0.940594008732476
"ENSG00000036448",9172,"MYOM2","protein_coding",-5.15364173229177,2.19609482628497,-2.07101318068077,0.0431377538682195,0.940594008732476
"ENSG00000103426",100529144,"CORO7-PAM16","protein_coding",-2.63806798524108,-0.756986153774279,-2.07066096588789,0.0431719535395121,0.940594008732476
"ENSG00000259753",NA,NA,"protein_coding",-2.25575399888866,-2.77856256932067,-1.52205346721231,0.133814720650146,0.940594008732476
"ENSG00000283528",NA,NA,"protein_coding",-2.26521150939193,-0.608659466322706,-1.50444814593745,0.138277109701111,0.940594008732476
"ENSG00000267645",246721,"POLR2J2","protein_coding",-2.72194869877525,0.356721210308387,-1.49527082967056,0.140649567216474,0.940594008732476
"ENSG00000125618",7849,"PAX8","protein_coding",-2.03311979933533,1.16224496698244,-1.46430814607418,0.148891800959987,0.940594008732476
"ENSG00000254415",100049587,"SIGLEC14","protein_coding",-2.64443905887695,3.30207596905108,-1.42757225470164,0.15915711868783,0.940594008732476
"ENSG00000185736",105,"ADARB2","protein_coding",-2.06719843049418,-0.865127452444247,-1.1078856277523,0.272808331711516,0.944424784123087
"ENSG00000213934",3047,"HBG1","protein_coding",-2.09495121092317,1.89508626073559,-0.631406077645164,0.530431646580971,0.962413523843627
