"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000228253","4509","ATP8","protein_coding",-1.47647908915973,-0.111107305026225,-3.65790976820979,0.000576803573083259,0.999196027424882
"ENSG00000135862","3915","LAMC1","protein_coding",0.948021367012081,1.67870898341781,3.3549461163545,0.0014558108580772,0.999196027424882
"ENSG00000263874","100505576","LINC00672","protein_coding",-0.677888356277403,1.74541550904074,-3.32249312376227,0.00160359463269283,0.999196027424882
"ENSG00000009724","10747","MASP2","protein_coding",-0.525571786182413,1.85288087104305,-3.29054809923207,0.0017628432769189,0.999196027424882
"ENSG00000138670","153020","RASGEF1B","protein_coding",0.548754554496667,3.24364288093556,3.24457499463767,0.00201842845183553,0.999196027424882
"ENSG00000155893","92370","PXYLP1","protein_coding",-0.450123447046988,3.28369330686177,-3.08127100289918,0.00323736261792264,0.999196027424882
"ENSG00000206557","131405","TRIM71","protein_coding",-1.8347709248156,-1.52399912946983,-3.05603730600602,0.00347831293004245,0.999196027424882
"ENSG00000007312","974","CD79B","protein_coding",0.70706480328973,4.44311528683931,3.02581180952254,0.00378899096743059,0.999196027424882
"ENSG00000116191","55103","RALGPS2","protein_coding",0.507686846742109,5.49291152934644,3.01525070995686,0.00390352288068143,0.999196027424882
"ENSG00000187912","388512","CLEC17A","protein_coding",0.671220926900965,2.1033158835226,3.01263680723625,0.00393236458747357,0.999196027424882
"ENSG00000196664","51284","TLR7","protein_coding",0.561036913784206,3.65977753245403,2.9774524199224,0.00434044618400113,0.999196027424882
"ENSG00000106686","55064","SPATA6L","protein_coding",-1.02883344475051,-0.773404400232197,-2.96704459172375,0.00446852176831295,0.999196027424882
"ENSG00000204388","3304","HSPA1B","protein_coding",0.637884557856073,4.44612165329788,2.9661040987373,0.00448026692310319,0.999196027424882
"ENSG00000115183","85461","TANC1","protein_coding",-0.78365042467512,0.604456899471394,-2.92722060246669,0.00499177728699397,0.999196027424882
"ENSG00000152689","25780","RASGRP3","protein_coding",0.542090800353577,3.54082985030311,2.91571921904284,0.00515317492209282,0.999196027424882
"ENSG00000185085","80789","INTS5","protein_coding",0.271461802296126,4.02584185776552,2.89272095701825,0.00549053848649002,0.999196027424882
"ENSG00000189420","139735","ZFP92","protein_coding",-0.520866614334354,1.53509422334877,-2.88900802399173,0.00554688724166933,0.999196027424882
"ENSG00000128886","80237","ELL3","protein_coding",1.30348755929879,-1.41206765390269,2.87160581318939,0.00581820681976976,0.999196027424882
"ENSG00000106341","10842","PPP1R17","protein_coding",1.40619995143883,-1.44038372255414,2.8706618287918,0.00583327052270594,0.999196027424882
"ENSG00000164114","79884","MAP9","protein_coding",0.817563863226777,1.58236412296043,2.84487931136447,0.00625893198304885,0.999196027424882
"ENSG00000181625","79008","SLX1B","protein_coding",2.2801115147457,2.3606789190752,2.84086086542105,0.00632780743324081,0.999196027424882
"ENSG00000163568","9447","AIM2","protein_coding",0.848658794883613,2.42186340692413,2.82059752541816,0.00668592070506683,0.999196027424882
"ENSG00000145365","92610","TIFA","protein_coding",0.402242946160586,4.06829446901762,2.81650877199746,0.00676041428780446,0.999196027424882
"ENSG00000243364","1945","EFNA4","protein_coding",0.518728067620018,1.19336234465488,2.80751169959111,0.0069270403104609,0.999196027424882
"ENSG00000185386","5600","MAPK11","protein_coding",0.980838016231004,0.51601586181871,2.75960948551379,0.00787978465487052,0.999196027424882
"ENSG00000105996","3199","HOXA2","protein_coding",0.869101743907592,0.830607298426267,2.751156029038,0.00805994902206805,0.999196027424882
"ENSG00000178718","54913","RPP25","protein_coding",0.646902484952774,0.730107402903226,2.74128852907846,0.00827504055786984,0.999196027424882
"ENSG00000152284","83439","TCF7L1","protein_coding",-0.749717079673555,0.152732983052011,-2.73663078719041,0.00837839279638181,0.999196027424882
"ENSG00000145113","4585","MUC4","protein_coding",-1.95532463298301,-1.75178583675264,-2.73436119982013,0.00842918225311306,0.999196027424882
"ENSG00000261052","6818","SULT1A3","protein_coding",-1.57893055256993,1.21229603139218,-2.73313487035037,0.00845674301253381,0.999196027424882
"ENSG00000164082","2912","GRM2","protein_coding",-1.15662342406423,-0.771498947741649,-2.73308319217834,0.0084579062541038,0.999196027424882
"ENSG00000122970","28981","IFT81","protein_coding",-0.66542144338593,-0.0858114596119183,-2.72963646927805,0.00853582250985304,0.999196027424882
"ENSG00000047457","1356","CP","protein_coding",-0.781366740421198,0.212062685695858,-2.7118297177356,0.00894896754512263,0.999196027424882
"ENSG00000283765",NA,NA,"protein_coding",-3.26727891128104,-1.32114001116049,-2.70146094588954,0.00919791649802691,0.999196027424882
"ENSG00000117322","1380","CR2","protein_coding",0.753462478063196,1.84842002066427,2.69819788149929,0.00927756545550865,0.999196027424882
"ENSG00000186283","64222","TOR3A","protein_coding",0.287410732162027,3.79512526160684,2.67354953435873,0.00989994747898892,0.999196027424882
"ENSG00000168502","23255","MTCL1","protein_coding",0.947802984511147,-0.249192880066367,2.6730334741406,0.00991337759765754,0.999196027424882
"ENSG00000182489","402415","XKRX","protein_coding",1.20175158675628,-0.182590085680418,2.6661523761586,0.0100940546188809,0.999196027424882
"ENSG00000177548","79874","RABEP2","protein_coding",0.331011699117879,3.30128769495084,2.66436145290461,0.0101415706043879,0.999196027424882
"ENSG00000136682","150472","CBWD2","protein_coding",0.382358881638135,4.34582691377611,2.639676815516,0.0108176755862647,0.999196027424882
"ENSG00000078140","3093","UBE2K","protein_coding",-0.256049538581215,4.8926174321594,-2.63440735819165,0.0109672355701832,0.999196027424882
"ENSG00000128218","29802","VPREB3","protein_coding",1.1129523070434,0.678441989006141,2.63260151489051,0.0110189226727831,0.999196027424882
"ENSG00000110987","605","BCL7A","protein_coding",0.721873206965282,1.94107075699438,2.62794555302412,0.011153213941706,0.999196027424882
"ENSG00000198919","9666","DZIP3","protein_coding",0.384995279811303,3.28552239660989,2.6246724331147,0.0112485125901514,0.999196027424882
"ENSG00000100294","27349","MCAT","protein_coding",0.463784475643082,1.17843470240208,2.61086053614262,0.0116588916773354,0.999196027424882
"ENSG00000261459",NA,NA,"protein_coding",-2.61087736683659,-3.16579988779457,-2.6104877099355,0.0116701559538948,0.999196027424882
"ENSG00000108828","10493","VAT1","protein_coding",0.263891830023838,3.6295169878588,2.60372967446503,0.0118760653940416,0.999196027424882
"ENSG00000153253","6328","SCN3A","protein_coding",0.826158192363199,1.20767809056383,2.60083339819654,0.0119653208168108,0.999196027424882
"ENSG00000179921","151306","GPBAR1","protein_coding",0.486825205861539,2.96655231449505,2.59707663693669,0.0120820045505638,0.999196027424882
"ENSG00000101557","9097","USP14","protein_coding",-0.388007330109775,3.99765339084838,-2.58726313078537,0.0123917149840477,0.999196027424882
"ENSG00000123358","3164","NR4A1","protein_coding",1.01885834015081,1.42350376456233,2.57837317301242,0.0126784990153583,0.999196027424882
"ENSG00000050628","5733","PTGER3","protein_coding",-1.57449092754311,-0.797253317011425,-2.57356568327248,0.0128360885916961,0.999196027424882
"ENSG00000105289","27134","TJP3","protein_coding",0.910147073368942,0.312220081917352,2.57337763470653,0.01284228887376,0.999196027424882
"ENSG00000269242",NA,NA,"protein_coding",1.8846613824144,-0.714161397349345,2.56642947367811,0.0130732997128606,0.999196027424882
"ENSG00000139899","643866","CBLN3","protein_coding",0.814934792045897,-0.279939335101542,2.56128918573636,0.0132466266323738,0.999196027424882
"ENSG00000180834","79929","MAP6D1","protein_coding",2.09497027505684,-0.998653294169917,2.55347069054055,0.0135142663638524,0.999196027424882
"ENSG00000128805","58504","ARHGAP22","protein_coding",0.569970417885103,0.927515256004424,2.55107320332712,0.0135973145745295,0.999196027424882
"ENSG00000228049","246721","POLR2J2","protein_coding",-0.609118671817722,2.60529314179654,-2.5481184778349,0.0137003026448204,0.999196027424882
"ENSG00000184226","5101","PCDH9","protein_coding",0.567691151402793,4.32536169340019,2.5439429808375,0.013847048637672,0.999196027424882
"ENSG00000144655","64651","CSRNP1","protein_coding",0.678535496436965,4.71048713461831,2.54040312154908,0.0139725710233851,0.999196027424882
"ENSG00000129467","196883","ADCY4","protein_coding",-0.540610757297788,2.04173785915878,-2.53923622885796,0.0140141743809581,0.999196027424882
"ENSG00000159713","51673","TPPP3","protein_coding",0.652195761978799,1.31056546233069,2.53748227002469,0.0140769198925806,0.999196027424882
"ENSG00000169116","25849","PARM1","protein_coding",0.833256131249714,1.28458853354184,2.53415370168804,0.0141966960040414,0.999196027424882
"ENSG00000155189","55326","AGPAT5","protein_coding",0.37476776893105,3.7245400400309,2.53315673196044,0.0142327506683769,0.999196027424882
"ENSG00000147576","137872","ADHFE1","protein_coding",-0.630060033569843,2.14661902024942,-2.53082318621298,0.0143174664174758,0.999196027424882
