"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000116299","57535","KIAA1324","protein_coding",-2.39762750029111,3.97482004973419,-3.60012837204685,0.000690352005434357,0.999701091670161
"ENSG00000117724","1063","CENPF","protein_coding",1.07684549733744,2.3244094762057,3.50468476776568,0.000925989740280905,0.999701091670161
"ENSG00000101367","22919","MAPRE1","protein_coding",-0.245403680202521,5.90810798585915,-3.35942673871931,0.00143645040073274,0.999701091670161
"ENSG00000135953","84804","MFSD9","protein_coding",-0.592715010834874,3.27106342051836,-3.34534291596691,0.00149814124159965,0.999701091670161
"ENSG00000178057","25915","NDUFAF3","protein_coding",0.472941925665543,4.29576543227151,3.3280996259166,0.00157708862880112,0.999701091670161
"ENSG00000235169","388588","SMIM1","protein_coding",2.27736515701617,0.672715253560723,3.30649288029889,0.00168157578243417,0.999701091670161
"ENSG00000166669","80063","ATF7IP2","protein_coding",0.364558818992437,3.77256792104574,3.30530705452574,0.00168749568003888,0.999701091670161
"ENSG00000104368","5327","PLAT","protein_coding",1.56674630263216,-1.17114776143445,3.29206297861805,0.0017549655283355,0.999701091670161
"ENSG00000170482","9963","SLC23A1","protein_coding",-1.13880578168066,-0.136518768152692,-3.19788017677673,0.00231353030359384,0.999701091670161
"ENSG00000239521","352954","CASTOR3","protein_coding",-0.546090732090573,3.14406917698969,-3.18691226524037,0.00238850830540764,0.999701091670161
"ENSG00000204520","100507436","MICA","protein_coding",0.944371874384518,2.06995702717789,3.1614209711559,0.00257169268378232,0.999701091670161
"ENSG00000168209","54541","DDIT4","protein_coding",-0.9682585446276,4.64890813083959,-3.13950008167763,0.00273969776178689,0.999701091670161
"ENSG00000137267","7280","TUBB2A","protein_coding",1.70538156748517,6.33553512026711,3.13800040053579,0.00275156029281783,0.999701091670161
"ENSG00000111269","1389","CREBL2","protein_coding",0.326418756561077,5.21780431834769,3.13796006280411,0.00275188003063843,0.999701091670161
"ENSG00000110944","51561","IL23A","protein_coding",1.46557990673341,0.146968451171203,3.12578834750275,0.00284996859676226,0.999701091670161
"ENSG00000102760","28984","RGCC","protein_coding",1.03784347407634,3.6319455923882,3.12405358921947,0.00286421274908287,0.999701091670161
"ENSG00000172403","171024","SYNPO2","protein_coding",1.69399375887989,-0.595903269611969,3.08812084513529,0.00317470469299399,0.999701091670161
