"ENSEMBL","sig95","sig90","sig85","sig80"
"ENSG00000000419",1.3700937577657,0.965981809812937,0.779070754326578,0.609962923988705
"ENSG00000000457",1.32531989925603,0.675023627722535,0.654850029023856,0.48258468405758
"ENSG00000000460",1.40374761176624,0.859702339411763,0.678676886031252,0.495856163670612
"ENSG00000000938",0.872686649663896,0.905397706604543,0.682114414909491,0.539245608561277
"ENSG00000000971",2.60881648718754,1.86637206390616,1.477262761368,1.24107336024638
"ENSG00000001036",1.27412491018275,0.966761589334583,0.872026159913941,0.579664634935567
"ENSG00000001084",0.51648167723385,0.451049292441039,0.325472898488674,0.228502920224397
"ENSG00000001167",1.24144692214052,0.714524895770491,0.694325214848356,0.520318644267194
"ENSG00000001460",1.2574809695968,0.763709492783965,0.504112717628198,0.458855821779459
"ENSG00000001461",1.39369113678999,0.946445155602511,0.757636198895353,0.506559229650145
"ENSG00000001497",1.68609137352729,0.769776879298388,0.752402030702254,0.489217019033384
"ENSG00000001561",1.76190341453379,1.34515773801639,0.973797210634814,0.879695032449406
"ENSG00000001629",1.33066190997278,0.864132148374101,0.702139350724764,0.469268711529587
"ENSG00000001630",1.86062815445033,1.02738835768022,0.962195376430975,0.65445115146322
"ENSG00000001631",1.71231918685531,0.840056965346572,0.654783350983267,0.515803773014344
"ENSG00000002016",1.24356227771804,0.786041718361049,0.656262915277495,0.487368318602763
"ENSG00000002330",1.62114067620247,0.910057125723623,0.75727794332204,0.501966065250154
"ENSG00000002549",1.2832982111009,1.25797698902925,0.820017450706856,0.549014600192719
"ENSG00000002586",1.37276628831375,0.976694674794749,0.658552764281381,0.650337393589217
"ENSG00000002587",1.80390437410696,1.26022997422184,0.853707344158846,0.676113865711067
"ENSG00000002726",4.86333648887695,3.98629810223911,3.21022189904083,2.1614165579319
"ENSG00000002745",1.35863455007385,0.847719663835693,1.11442331548147,0.723363622772355
"ENSG00000002822",1.43238895657681,1.20200589274584,0.791953598122935,0.675107329959169
"ENSG00000002834",0.77500108032314,0.58066664433333,0.423817740354054,0.364251292223074
"ENSG00000002919",0.820108983645612,0.609560282257977,0.498978078902643,0.361111251554564
"ENSG00000002933",3.40194714352228,2.22816276623698,1.54898615025607,0.984925208027194
"ENSG00000003056",1.3049405454952,0.756040679284213,0.68883563494554,0.558134865498619
"ENSG00000003096",4.12802111025851,1.79393388352808,1.38604186026128,0.86274503141892
"ENSG00000003137",8.79320229166703,Inf,4.43341449327366,3.71561711331015
"ENSG00000003147",1.53157784757225,0.956212104895596,0.698491205119361,0.602853623227415
"ENSG00000003249",1.43811950588334,0.92941298688146,0.746111552964123,0.761607009750503
"ENSG00000003393",1.87047733504461,0.718928294193259,0.607948838800155,0.598935041055096
"ENSG00000003400",1.25463448114126,0.773335265245426,0.813635214529397,0.536606772200622
"ENSG00000003402",1.1192655937316,0.542742576342971,0.549325760828656,0.46921391224227
"ENSG00000003436",1.13913318041592,0.925820704343572,0.656299184634351,0.544622371543417
"ENSG00000003509",1.64896787077654,0.926067697867487,0.580666485125044,0.629532803499463
"ENSG00000003756",1.27421773053013,0.672800961682761,0.679157099148609,0.455561749153624
"ENSG00000003987",1.17114478361546,0.746890620200608,0.799499820266145,0.509502357361196
"ENSG00000004059",0.878573299510373,0.638902947979842,0.517288758638561,0.46199616723331
"ENSG00000004139",1.4531896264657,0.892514985284438,0.719325082104434,0.593946486505818
"ENSG00000004142",0.556252489053166,0.464805987860824,0.33823554524185,0.333192982992992
"ENSG00000004399",1.67274648086022,1.06927977476171,0.882775365341993,0.57534144811563
"ENSG00000004455",1.54376717892209,0.864072422815441,0.78100120375565,0.572779940824702
"ENSG00000004468",1.90355134634243,1.09012253394521,0.921762304122053,0.708655246794526
"ENSG00000004478",1.47438830168796,0.812509225321776,0.789529914386197,0.503520803939146
"ENSG00000004487",1.7130535529111,0.83499395988283,0.763172701299918,0.589908179281499
"ENSG00000004534",1.67800171048419,0.834838987526792,0.698145369657774,0.491169035249637
"ENSG00000004660",0.870508437247127,0.678478029293403,0.718505513714151,0.488030931734541
"ENSG00000004700",1.50252749321254,1.02662823170085,0.773357597251465,0.616494241209251
"ENSG00000004766",1.77569271331576,0.904832938714846,0.799055938293208,0.543111420311831
"ENSG00000004777",1.81926579464553,0.86688177158857,0.889133861709545,0.67995858143494
"ENSG00000004779",1.73250841093306,1.20274821683817,0.740612425697778,0.688679698385738
"ENSG00000004799",1.77483787781001,1.22436935096444,1.08614080364833,1.04918358550848
"ENSG00000004809",1.02183661331441,0.56547123960574,0.534706691690729,0.51052094178612
"ENSG00000004838",2.24620885871196,1.64609800755141,1.33290868466726,1.06706174854221
"ENSG00000004864",1.1416505639409,0.53568918701709,0.618824142922771,0.45050029950857
"ENSG00000004866",0.696166217863068,0.525239190445407,0.604706666732202,0.353121117861312
"ENSG00000004897",0.445607023115148,0.289952377731514,0.30938132965009,0.16143947444581
"ENSG00000004939",1.92492065185999,1.24421598933502,0.770774309171423,0.526732644297461
"ENSG00000004961",1.01373511359268,0.664261728726712,0.647281207165263,0.413157021463396
"ENSG00000004975",1.82076939097382,0.674043067978453,0.831797864640272,0.579434150883462
"ENSG00000005007",0.781704416724194,0.544442203969799,0.568950791093662,0.416147262515934
"ENSG00000005020",1.28322399317353,0.753441719213055,0.533124762357242,0.548696996850814
"ENSG00000005022",1.37625947885175,1.24949167862338,0.732218004425944,0.667161065508778
"ENSG00000005059",1.61545451945806,1.40149845208342,0.876712931213252,0.584905154542318
"ENSG00000005075",0.956581852573837,0.733378641364373,0.430072060090069,0.509706847915894
"ENSG00000005100",1.62667953801855,0.862159762262993,0.675552236404143,0.48365303438651
"ENSG00000005102",2.05640916069624,1.10892827399711,0.888497960093209,0.713778682160089
"ENSG00000005108",2.72735963351891,2.09089895276592,1.3958559929901,1.04113602971225
"ENSG00000005156",1.4288114722443,0.809401516668952,0.641552424600796,0.569881327127578
"ENSG00000005175",1.0607898471256,1.01851767905415,0.779702971045581,0.498722010663495
"ENSG00000005187",1.44562024115107,1.30690760332359,0.83104849550301,0.592489101828574
"ENSG00000005189",1.7505420148727,1.02772167524799,0.637327481590151,0.584920050840961
"ENSG00000005194",1.30830739464364,0.844982653155878,0.728777737804705,0.61232034841042
"ENSG00000005206",1.31397920422655,0.742871769545942,0.587749937842831,0.440711802176626
"ENSG00000005238",0.296933068818412,0.237405086939036,0.20023396454493,0.154397225247562
"ENSG00000005243",2.42425158310288,2.12460916133909,1.82850361435635,1.74458381280545
