ENSEMBL,logFC,P.Value
ENSG00000285901,-4.36865903571442,0.0258868849782419
ENSG00000173366,3.67278481724742,0.016616059870214
ENSG00000271793,-2.45570090567797,0.00896063731503937
ENSG00000172058,-2.3536619192605,0.00979181757639005
ENSG00000254692,-2.67536352645321,0.0179308910701155
ENSG00000188223,2.72249298948948,0.0209897615034852
ENSG00000197467,2.05106260117052,0.00666193824770389
ENSG00000100362,1.96922926346374,0.0142620697555266
ENSG00000261611,-1.57127684699953,0.00490812958245364
ENSG00000260238,1.94467186152596,0.017849095009816
ENSG00000256436,1.23581610402492,0.00218153771925302
ENSG00000112232,1.46061137183054,0.010007533859527
ENSG00000185527,1.45672157052265,0.0128584712733548
ENSG00000184434,-1.20934549136455,0.00650407576431393
ENSG00000143195,-1.38206889947316,0.0124501804014418
ENSG00000160062,-1.42705978628702,0.0166953338569956
ENSG00000148935,1.45254222552316,0.0190180374388689
ENSG00000111319,1.24949208689803,0.0104500446491159
ENSG00000271741,1.32670486373939,0.0149760759473956
ENSG00000173421,1.51201292288325,0.0328589818297392
ENSG00000122477,-1.11864684086186,0.0104410283554262
ENSG00000118557,-1.32838975975083,0.0215082532550437
ENSG00000164309,1.26898408069703,0.0230302795725393
ENSG00000198046,-1.47037699027089,0.0391442234174433
ENSG00000228253,1.27996491679641,0.0306846805824548
ENSG00000129646,0.796596385752344,0.00376707809548537
ENSG00000198838,0.86821724591887,0.00676614322432237
ENSG00000152475,1.07696509340927,0.0179802123604285
ENSG00000124257,1.66921697255884,0.0774580248315971
ENSG00000166451,-0.828469167937158,0.00598689071421312
ENSG00000152763,-1.21686774863345,0.0324235845285569
ENSG00000171611,1.15840571090745,0.0275838708153728
ENSG00000151881,-0.756912913347747,0.00470573872004245
ENSG00000264324,1.45567289814778,0.0646122984996277
ENSG00000107130,1.18209815606666,0.0368816376859215
ENSG00000162572,1.09007218794018,0.0318491613834972
ENSG00000240764,1.39289486163701,0.0691821598590057
ENSG00000277462,-0.83341952998449,0.013034219460651
ENSG00000102383,1.14859374741033,0.0440596281138442
ENSG00000125733,0.913072731764617,0.02079312299007
ENSG00000174429,1.01862722636008,0.0322315404075708
ENSG00000148082,-1.22742646057553,0.0650120684533003
ENSG00000169621,-0.663587992600204,0.00652488944159704
ENSG00000259224,0.914809425285442,0.0273833689585399
ENSG00000109674,-0.882046731917499,0.0288864690817517
ENSG00000181856,1.23106549756412,0.0839215723827987
ENSG00000184731,1.21813206522967,0.0824979228104512
ENSG00000134508,0.918957877903699,0.0440041094007842
ENSG00000136367,0.969193246959301,0.0522439126891355
ENSG00000180921,0.823209922153768,0.033296435201819
ENSG00000152078,-0.905842642284178,0.0477905724377393
ENSG00000165480,-0.837698442262933,0.0378003113671064
ENSG00000280537,0.943942125261457,0.0547746453688846
ENSG00000131153,0.726803153096718,0.025207318952856
ENSG00000196878,0.923127770519068,0.0580580378506293
ENSG00000105971,-1.01615659164803,0.0760438031335801
ENSG00000226288,0.842256039883759,0.0475365700825643
ENSG00000100749,-0.642611590284633,0.0185624769850556
ENSG00000126705,0.685252189244444,0.0243249436138338
ENSG00000214827,-0.851015660211028,0.0507397715724702
ENSG00000135736,0.720974953518441,0.0334723172664803
ENSG00000115392,-0.601582634487459,0.0175668964427164
ENSG00000126603,1.02653120079822,0.094988603119163
ENSG00000087301,-0.498990464764772,0.00867132855570721
ENSG00000131944,0.723410285719685,0.0390764144280964
ENSG00000129354,0.952280389039252,0.0916753915344588
ENSG00000174013,-0.424097584948234,0.00478136471994564
ENSG00000139734,-0.776788159748797,0.0611924682690634
ENSG00000118690,0.569706350337841,0.0227244574616111
ENSG00000177076,0.611335531581986,0.0307657607694375
ENSG00000182518,-0.693846350286494,0.0598692406913064
ENSG00000138346,-0.603961682595844,0.040591341080988
ENSG00000270379,0.782769042259406,0.105895034358749
ENSG00000010017,-0.442335042165781,0.0211328700306467
ENSG00000052802,-0.507067979805559,0.0423462675233775
ENSG00000167604,0.368114767966283,0.0196476390331759
ENSG00000116675,-0.74790778031973,0.144963190614972
ENSG00000197006,-0.400206090662773,0.177420919244591
ENSG00000072274,-0.404877340895858,0.188816149123827
ENSG00000043093,-0.414483615261026,0.215218439937176
ENSG00000144468,-0.307703412361145,0.132877569585317
ENSG00000173598,-0.269343277552926,0.406769048527431
