ENSEMBL,critical_Val
ENSG00000000419,0.985897990028998
ENSG00000000457,0.849431899058241
ENSG00000000460,0.956049799560091
ENSG00000000938,0.887765121744685
ENSG00000000971,1.78113257095941
ENSG00000001036,0.970508157211742
ENSG00000001084,0.499131643664849
ENSG00000001167,0.89618214896016
ENSG00000001460,0.787378344905217
ENSG00000001461,1.06142275477896
ENSG00000001497,1.16788862306483
ENSG00000001561,1.49805601032265
ENSG00000001629,0.944221755863001
ENSG00000001630,1.23300314881984
ENSG00000001631,0.999533926782834
ENSG00000002016,0.841218814348377
ENSG00000002330,0.953555426041939
ENSG00000002549,1.19462881319497
ENSG00000002586,1.02778227157093
ENSG00000002587,1.26107220228821
ENSG00000002726,3.45773339213541
ENSG00000002745,1.25934711485471
ENSG00000002822,1.2478507339947
ENSG00000002834,0.674461628892471
ENSG00000002919,0.693461910892958
ENSG00000002933,2.33540195046864
ENSG00000003056,0.883157589382259
ENSG00000003096,1.94378689511456
ENSG00000003137,12.2525263692321
ENSG00000003147,1.1053876720453
ENSG00000003249,1.34245799899389
ENSG00000003393,1.02845699458089
ENSG00000003400,1.05272534739242
ENSG00000003402,0.657224674094138
ENSG00000003436,0.848835077091824
ENSG00000003509,0.95869023825815
ENSG00000003756,0.853407311207502
ENSG00000003987,0.900550183508131
ENSG00000004059,0.784327852717662
ENSG00000004139,1.11117326877644
ENSG00000004142,0.450101864783991
ENSG00000004399,1.14910845631942
ENSG00000004455,1.00523417857278
ENSG00000004468,1.42030229112309
ENSG00000004478,0.966608125788811
ENSG00000004487,1.01065631956214
ENSG00000004534,0.902753395583154
ENSG00000004660,0.747103081620394
ENSG00000004700,1.05688134016248
ENSG00000004766,0.927834383966025
ENSG00000004777,1.255731098931
ENSG00000004779,1.16332383936285
ENSG00000004799,1.4857622230045
ENSG00000004809,0.884853424682643
ENSG00000004838,1.63803449303698
ENSG00000004864,0.903899042557416
ENSG00000004866,0.629613181658531
ENSG00000004897,0.307870672506162
ENSG00000004939,1.06242420434325
ENSG00000004961,0.809510573670968
ENSG00000004975,0.950881748880787
ENSG00000005007,0.649828287244199
ENSG00000005020,0.964699064845157
ENSG00000005022,1.19264922104636
ENSG00000005059,1.23776542592275
ENSG00000005075,0.676171542160144
ENSG00000005100,0.962803097919987
ENSG00000005102,1.27712269202583
ENSG00000005108,1.87907355192574
ENSG00000005156,1.02801116922645
ENSG00000005175,0.86178716104368
ENSG00000005187,1.33310532700757
ENSG00000005189,0.993417313667743
ENSG00000005194,0.89990344354672
ENSG00000005206,1.02812245348481
ENSG00000005238,0.251834844461767
ENSG00000005243,2.49991854816962
ENSG00000005249,0.916736320396303
ENSG00000005302,0.967357912896407
ENSG00000005339,0.896085538505708
ENSG00000005379,1.57446189621427
ENSG00000005381,1.72377657876686
ENSG00000005436,1.11552389173402
ENSG00000005448,1.08797943728372
ENSG00000005469,1.14218605024999
ENSG00000005471,1.03070405808554
ENSG00000005483,0.83779482047829
ENSG00000005486,0.696679071982153
ENSG00000005513,1.79613909018483
ENSG00000005700,1.06443217177128
ENSG00000005801,0.963554131043364
ENSG00000005810,0.95464575168871
ENSG00000005812,0.869436369661403
ENSG00000005844,0.980889847964192
ENSG00000005882,0.35862794869259
ENSG00000005884,1.40263098840264
ENSG00000005889,0.805724266724465
ENSG00000005893,0.662797013025776
ENSG00000005961,1.52627587052081
ENSG00000006007,0.186343118173817
ENSG00000006015,0.976049221730302
ENSG00000006016,1.002188292839
ENSG00000006025,1.05939094468782
ENSG00000006062,0.901035604762874
ENSG00000006118,0.778140355970734
ENSG00000006125,0.340763118589652
ENSG00000006194,1.01775188131918
ENSG00000006282,1.03335846954876
ENSG00000006327,0.862142622661558
ENSG00000006432,1.12882330128965
ENSG00000006451,1.03558154807697
ENSG00000006453,0.834144903558962
ENSG00000006459,0.420287965648702
ENSG00000006530,1.19245953127679
ENSG00000006534,0.986988333410153
ENSG00000006555,1.14433399750081
ENSG00000006576,0.872299300528294
