"ENSEMBL","logFC_C12","P_C12"
"ENSG00000267228",-4.50562351932145,0.00124233481111889
"ENSG00000271793",1.5422104679377,0.0551155399366235
"ENSG00000285901",1.50831446264219,0.24404320785072
"ENSG00000172058",2.04285834473656,0.013982788815501
"ENSG00000256436",-1.41541879557029,0.000344049322129315
"ENSG00000188394",0.298666199808027,0.731650711648118
"ENSG00000197467",-1.81138783638182,0.0162237788018917
"ENSG00000160062",0.0422656301566935,0.929530887507266
"ENSG00000143195",1.60825068250823,0.00457194492945316
"ENSG00000271741",-1.51736199551083,0.00461450529582427
"ENSG00000173421",-1.82168105362402,0.00810019521358732
"ENSG00000164309",-1.58799224645763,0.00368161275858166
"ENSG00000116299",-0.193907259737029,0.81044487429824
"ENSG00000228253",-1.62101850073905,0.00519238289851527
"ENSG00000173366",-1.93740594467505,0.239622896058159
"ENSG00000235169",0.545322718301566,0.412905558004773
"ENSG00000175445",0.87037016994235,0.157286067577799
"ENSG00000260238",-1.50132670040734,0.0712419742429495
"ENSG00000122477",-0.0313358981292572,0.930108468356287
"ENSG00000281887",3.43031673397649,0.0324049259867673
"ENSG00000264324",-0.512620784376167,0.539988101874362
"ENSG00000042832",-1.11983577231458,0.00423180896289931
"ENSG00000105971",1.9523168814743,0.00302376000469492
"ENSG00000262304",-0.409873599225757,0.768077196667855
"ENSG00000019144",1.84262342633222,0.00289420220526717
"ENSG00000111319",-0.605418530126529,0.219823058964396
"ENSG00000102383",-1.45031498445907,0.00904030087652049
"ENSG00000129422",1.4870223667638,0.0382414853588822
"ENSG00000169679",1.14813641962894,0.0103925328660785
"ENSG00000117724",0.770463592842054,0.0177611733917466
"ENSG00000137267",0.614910795052621,0.306916713423504
"ENSG00000104368",0.0373935324120276,0.941309014000448
"ENSG00000172403",0.174506219368786,0.740225336302526
"ENSG00000101447",1.75205311570942,0.00468954236959137
"ENSG00000238243",0.370932266971161,0.610109037640073
"ENSG00000182795",0.0286612242174209,0.955071416184908
"ENSG00000110944",0.331309371746452,0.528172599805139
"ENSG00000196407",-0.964763999161464,0.254044128225777
"ENSG00000188175",0.267507859950793,0.703798321216036
"ENSG00000111057",1.57547087966759,0.00474491643196812
"ENSG00000119630",1.07027024550076,0.0407233586605232
"ENSG00000100362",-0.408696359477473,0.645655496349509
"ENSG00000148344",2.02763913259235,0.0162291292321907
"ENSG00000261611",0.546909698822681,0.222304624240592
"ENSG00000133742",0.578679003443962,0.580931483269288
"ENSG00000079156",2.02076686591687,0.017488987423139
"ENSG00000185198",0.356251636664335,0.698714740576795
"ENSG00000176890",1.60724181650038,0.00657629762958803
"ENSG00000181143",2.12031104171443,0.0225870232578289
"ENSG00000204010",0.493985789363107,0.504884902320891
"ENSG00000148935",-1.1518325931304,0.0640389222961215
"ENSG00000106565",0.414091853872709,0.607704207762297
