ENSEMBL,critical_Val
ENSG00000000419,0.537853932757387
ENSG00000000457,0.346598080470532
ENSG00000000460,0.468592099592561
ENSG00000000938,0.339875347177842
ENSG00000000971,0.981740699414951
ENSG00000001036,0.44091807954399
ENSG00000001084,0.400783155451834
ENSG00000001167,0.391396945306415
ENSG00000001460,0.786746927360706
ENSG00000001461,0.396366922990668
ENSG00000001497,0.498173575209775
ENSG00000001561,0.83683083475634
ENSG00000001629,0.44518931994877
ENSG00000001630,0.742345785683783
ENSG00000001631,0.52098695275263
ENSG00000002016,0.42558037109346
ENSG00000002330,0.51055605303009
ENSG00000002549,1.12639584326695
ENSG00000002586,0.591936030061691
ENSG00000002587,0.501037440130893
ENSG00000002726,1.64983044653532
ENSG00000002745,0.742786879016767
ENSG00000002822,0.441063794728657
ENSG00000002834,0.433661518397443
ENSG00000002919,0.31296130614725
ENSG00000002933,1.72371106056502
ENSG00000003056,0.496938134842545
ENSG00000003096,0.858881281283372
ENSG00000003137,23.5828631280896
ENSG00000003147,0.577918564131979
ENSG00000003249,1.64993747714494
ENSG00000003393,0.453486743436047
ENSG00000003400,0.41049715494116
ENSG00000003402,0.361272473801785
ENSG00000003436,0.525852162261235
ENSG00000003509,0.556186199847459
ENSG00000003756,0.308335446397827
ENSG00000003987,0.563571822888255
ENSG00000004059,0.320065400106308
ENSG00000004139,0.502957813412819
ENSG00000004142,0.351708157121605
ENSG00000004399,0.442550616347545
ENSG00000004455,0.43961346026697
ENSG00000004468,0.54529874284815
ENSG00000004478,0.470621186941319
ENSG00000004487,0.45971455802419
ENSG00000004534,0.466299441534844
ENSG00000004660,0.707401989895987
ENSG00000004700,0.57412533225718
ENSG00000004766,0.513413798552129
ENSG00000004777,0.796646263764766
ENSG00000004779,0.661691994378532
ENSG00000004799,1.16466372442795
ENSG00000004809,0.954302416489454
ENSG00000004838,0.733630434585217
ENSG00000004864,0.475023263788587
ENSG00000004866,0.583585339872875
ENSG00000004897,0.302465170443702
ENSG00000004939,0.767360708950623
ENSG00000004961,0.438073219798139
ENSG00000004975,0.49473374430988
ENSG00000005007,0.424686282468519
ENSG00000005020,0.451585408370273
ENSG00000005022,0.471677365865128
ENSG00000005059,0.666267149528378
ENSG00000005075,0.316762408813565
ENSG00000005100,0.48953059804786
ENSG00000005102,1.55459003478607
ENSG00000005108,1.81920291618266
ENSG00000005156,0.405929326109283
ENSG00000005175,0.399561784442271
ENSG00000005187,0.756790431172608
ENSG00000005189,0.582770452584563
ENSG00000005194,0.488842598086183
ENSG00000005206,0.426083674657846
ENSG00000005238,0.239589338052384
ENSG00000005243,0.927193141161819
ENSG00000005249,0.54700683956614
ENSG00000005302,0.295611563295823
ENSG00000005339,0.619774084758244
ENSG00000005379,1.09337566682755
ENSG00000005381,0.759608167601286
ENSG00000005436,0.500847267181534
ENSG00000005448,0.724179106535433
ENSG00000005469,0.597805447736972
ENSG00000005471,0.832259349650438
ENSG00000005483,0.51932156451746
ENSG00000005486,0.321354146835353
ENSG00000005513,1.33844129339141
ENSG00000005700,0.511723576814813
ENSG00000005801,0.565227447434075
ENSG00000005810,0.398004079632803
ENSG00000005812,0.328600236366922
ENSG00000005844,0.585655214493396
ENSG00000005882,0.500464556318533
ENSG00000005884,0.821138845031989
ENSG00000005889,0.365354060639812
ENSG00000005893,0.400728078015406
ENSG00000005961,0.697973997699488
ENSG00000006007,0.215520930166052
ENSG00000006015,0.307907721176657
ENSG00000006016,0.554856564850603
ENSG00000006025,0.565645170476167
ENSG00000006062,0.395231589214452
ENSG00000006118,0.443686668042851
ENSG00000006125,0.321253246049396
ENSG00000006194,0.442671258394127
ENSG00000006282,0.613320975759645
ENSG00000006327,0.768526299548248
ENSG00000006432,0.50913642901398
ENSG00000006451,0.508797747202218
ENSG00000006453,0.354921266774117
ENSG00000006459,0.418457353803498
ENSG00000006530,0.560074062070478
