ENSEMBL,critical_Val
ENSG00000000419,0.282629777330717
ENSG00000000457,0.174699003173934
ENSG00000000460,0.191687800902712
ENSG00000000938,0.218002764906548
ENSG00000000971,0.446392802645009
ENSG00000001036,0.247891692806994
ENSG00000001084,0.172216932266813
ENSG00000001167,0.191035978067388
ENSG00000001460,0.329142117385972
ENSG00000001461,0.242966716335921
ENSG00000001497,0.237036444352327
ENSG00000001561,0.383165672756452
ENSG00000001629,0.21585291877529
ENSG00000001630,0.358671282144335
ENSG00000001631,0.265048248964851
ENSG00000002016,0.209061626536266
ENSG00000002330,0.247559279401216
ENSG00000002549,0.390578651855021
ENSG00000002586,0.233233890081804
ENSG00000002587,0.387270496109882
ENSG00000002726,0.847162480819268
ENSG00000002745,0.3867603861785
ENSG00000002822,0.238965805704112
ENSG00000002834,0.173009368265643
ENSG00000002919,0.171545998689951
ENSG00000002933,0.638402536836209
ENSG00000003056,0.221894652512691
ENSG00000003096,0.454647879365761
ENSG00000003137,4.09954854750896
ENSG00000003147,0.309356008581648
ENSG00000003249,0.557520545086207
ENSG00000003393,0.298512074435348
ENSG00000003400,0.218244099595707
ENSG00000003402,0.177659133722308
ENSG00000003436,0.236529870594827
ENSG00000003509,0.203051676349941
ENSG00000003756,0.17432142601546
ENSG00000003987,0.279011464324973
ENSG00000004059,0.168735357976205
ENSG00000004139,0.259432523724178
ENSG00000004142,0.167661500259252
ENSG00000004399,0.283729348426108
ENSG00000004455,0.22236773355824
ENSG00000004468,0.298308675107857
ENSG00000004478,0.216167853060886
ENSG00000004487,0.221131483651353
ENSG00000004534,0.214189423890147
ENSG00000004660,0.273859891987423
ENSG00000004700,0.274796488891571
ENSG00000004766,0.229822463340161
ENSG00000004777,0.460528609921419
ENSG00000004779,0.345015857837819
ENSG00000004799,0.463252832766304
ENSG00000004809,0.378956564777388
ENSG00000004838,0.307480749210667
ENSG00000004864,0.214860709893674
ENSG00000004866,0.231055597711897
ENSG00000004897,0.122309071206538
ENSG00000004939,0.390276780287814
ENSG00000004961,0.215005920551322
ENSG00000004975,0.264673247970926
ENSG00000005007,0.202374978682626
ENSG00000005020,0.282346020612673
ENSG00000005022,0.245039850409686
ENSG00000005059,0.252049412460516
ENSG00000005075,0.167259285452316
ENSG00000005100,0.260578901460996
ENSG00000005102,0.483155777254018
ENSG00000005108,0.547810336118287
ENSG00000005156,0.20665111133983
ENSG00000005175,0.210041634556838
ENSG00000005187,0.436432464913991
ENSG00000005189,0.272474913934317
ENSG00000005194,0.222477885115503
ENSG00000005206,0.272366680719297
ENSG00000005238,0.114313736437031
ENSG00000005243,0.436772830075717
ENSG00000005249,0.22865250021026
ENSG00000005302,0.207039022147031
ENSG00000005339,0.298000864189541
ENSG00000005379,0.44894571189053
ENSG00000005381,0.418894334661963
ENSG00000005436,0.243126311336777
ENSG00000005448,0.337626200897695
ENSG00000005469,0.269661219464439
ENSG00000005471,0.357482767860681
ENSG00000005483,0.210579698981853
ENSG00000005486,0.161662072098173
ENSG00000005513,0.681431314313922
ENSG00000005700,0.242975576511485
ENSG00000005801,0.244608179272163
ENSG00000005810,0.200995965947078
ENSG00000005812,0.195949354994232
ENSG00000005844,0.27306769193502
ENSG00000005882,0.206029612059738
ENSG00000005884,0.398960979827523
ENSG00000005889,0.172368260677903
ENSG00000005893,0.186223405278969
ENSG00000005961,0.354232837367941
ENSG00000006007,0.0904295935628777
