"ENSEMBL","sig95","sig90","sig85","sig80"
"ENSG00000000419",1.31923329419262,0.992791567898212,0.873817308549222,0.504148496967991
"ENSG00000000457",0.903987876411457,0.988533233409329,0.726174093099239,0.475363681343898
"ENSG00000000460",1.27796074911262,1.18722959437642,0.777134652871087,0.608449416073056
"ENSG00000000938",0.793565037317196,0.715039116882231,0.636276892065413,0.55081396185983
"ENSG00000000971",2.74424720912183,2.45744065026308,2.33516905066981,1.17933676986584
"ENSG00000001036",1.27141139818627,1.38925758791804,1.12568998251746,0.64909126160859
"ENSG00000001084",0.833240479499556,0.593322431993934,0.279416418375956,0.404231510856486
"ENSG00000001167",0.976773207594571,0.83522552758503,0.72889021582786,0.555086583918635
"ENSG00000001460",1.75445131575554,1.3374988684679,0.935977178777872,0.65385673875583
"ENSG00000001461",1.49145614926388,1.20099028205829,0.855240620275137,0.708517277941684
"ENSG00000001497",1.49127133136563,1.34012500108286,0.852232596114556,0.685488375058141
"ENSG00000001561",2.4207836803212,1.63333820766224,1.4072545109081,0.742498500698408
"ENSG00000001629",1.41175150456473,0.901934281463629,1.05186413646868,0.489689890143472
"ENSG00000001630",2.04307108377709,1.34192404801043,1.16774940356952,0.838283396253957
"ENSG00000001631",1.70831786707215,1.26985820733715,1.09128903428103,0.585566722386264
"ENSG00000002016",1.08536566408076,1.24465448108091,0.981800710910542,0.538304038462585
"ENSG00000002330",0.783191409239085,0.83818272251526,0.590027044334154,0.338384192682382
"ENSG00000002549",1.74764526374869,1.26749288612719,0.908354631813238,0.621645323732668
"ENSG00000002586",1.47918094515281,1.17588950770258,0.781976666725078,0.487678660901946
"ENSG00000002587",2.13860864056233,2.15078830589948,1.08583495508856,0.90178698301103
"ENSG00000002726",3.93698676882649,3.65984555350722,2.3978784804441,2.08127336800419
"ENSG00000002745",2.13606743581716,1.18300115521703,1.07591816694919,0.993312358703399
"ENSG00000002822",1.69779691492839,1.32463466480602,1.05800618736266,0.765999289721703
"ENSG00000002834",0.996661968225037,0.738077848760548,0.578269886477043,0.399517044890952
"ENSG00000002919",1.21834475044601,0.74542344382343,0.446868130832355,0.323150884995783
"ENSG00000002933",3.14953413254655,2.57905285171247,1.57538787864891,1.07776134629302
"ENSG00000003056",1.06960583052111,0.895555409167465,0.751451679817914,0.628746847847958
"ENSG00000003096",2.55507810537646,1.84219848127256,1.1889538926477,1.06703873704588
"ENSG00000003137",Inf,Inf,6.99240994623492,2.01467184996349
"ENSG00000003147",1.35908877059157,1.54270880901723,0.995394327734396,0.892421771285681
"ENSG00000003249",2.47472222880944,2.14253618193381,1.38357661239866,1.38678516569063
"ENSG00000003393",1.60619399303387,1.63137186419364,1.10090551010247,0.695546047250573
"ENSG00000003400",1.11066333096045,1.0679194274578,0.644660613995466,0.505653192996347
"ENSG00000003402",0.767659277159653,0.753275886234337,0.414319014693618,0.311392752002466
"ENSG00000003436",1.08036198486741,0.71083660417373,0.42915184177141,0.413195953484512
"ENSG00000003509",1.0854014566634,1.05784051036225,0.899228055317332,0.536822075777724
"ENSG00000003756",0.694908911382388,0.79299612192026,0.658630238879568,0.449884111580556
"ENSG00000003987",1.37570417559516,1.57212001149621,1.0541255234559,0.597085952655327
"ENSG00000004059",0.719881803455886,0.682968219706347,0.550580989492391,0.386684861219328
"ENSG00000004139",1.80750209122008,1.39974036334156,1.05866644000979,0.90502183308622
"ENSG00000004142",0.723407992466747,0.702354238233732,0.394413174296182,0.360191138869323
"ENSG00000004399",1.6485009059934,1.17550443587365,0.909067795721094,0.696652984388485
"ENSG00000004455",1.2305776659206,1.09616003479853,0.743743515188684,0.648820995631657
"ENSG00000004468",1.69541865504687,1.28567632690681,1.01027510501459,0.869137364027739
"ENSG00000004478",1.35909501660936,1.27964894707066,0.672359474231965,0.534948178191258
"ENSG00000004487",1.38740695720288,1.22772453294623,0.948195736232741,0.701097838591961
"ENSG00000004534",1.06251922550161,1.1306811439617,0.762837368698993,0.465749069186075
"ENSG00000004660",0.918706748229857,0.637991378009378,0.575159465689792,0.42689370258201
"ENSG00000004700",1.46823357639121,1.13593211618435,0.835992228459354,0.627576838829708
"ENSG00000004766",1.2224938965253,0.978308752806329,0.915411426420826,0.525080554832576
"ENSG00000004777",2.27278940091621,1.45913370386452,1.42153087934874,0.945309298399388
"ENSG00000004779",2.13686987921042,1.46231590822658,0.970895465375207,0.820040979931069
"ENSG00000004799",1.22136587009559,1.24848499438443,0.831383046957508,0.654212120823429
"ENSG00000004809",0.871596534707454,0.382297649465391,0.342075719935087,0.236497319104881
"ENSG00000004838",1.9194729331641,1.21248174315,1.02905582522841,0.902725261447844
"ENSG00000004864",0.859670838659722,0.850303632813414,0.794087104959815,0.473314533914203
"ENSG00000004866",0.79980917270574,0.515174250021067,0.518802453540076,0.329097863153986
"ENSG00000004897",0.725273651288463,0.503435267447272,0.346642087310055,0.261420531684088
"ENSG00000004939",0.88660728063166,1.41946360436653,0.728540109789335,0.597539390687052
"ENSG00000004961",0.903625557940967,0.970858212641575,0.777981177950557,0.447356363417698
"ENSG00000004975",1.51320337963274,1.13753053011352,0.766011725820421,0.685156947877156
"ENSG00000005007",0.760793658423999,0.843669401175569,0.5127404620864,0.503138273579526
"ENSG00000005020",0.896910484533647,0.709624249725528,0.557515141059073,0.351175170884611
"ENSG00000005022",1.47976182156904,0.977164927896535,0.831650547100089,0.541497022794026
