"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000020577","23034","SAMD4A","protein_coding",-0.979209873080518,2.06666099616958,-3.54167398650687,0.000826772683821316,0.999982189702993
"ENSG00000168209","54541","DDIT4","protein_coding",0.926851300154341,4.64890813083959,3.30469535617836,0.00169055710687944,0.999982189702993
"ENSG00000128805","58504","ARHGAP22","protein_coding",-0.752681021059139,0.927515256004424,-3.24873849647634,0.00199391513637175,0.999982189702993
"ENSG00000196664","51284","TLR7","protein_coding",-0.588263846746714,3.65977753245403,-3.06157779339543,0.0034240134541069,0.999982189702993
"ENSG00000184986","80757","TMEM121","protein_coding",-1.5468074155502,-1.20469815603964,-3.02976750034516,0.00374690642238873,0.999982189702993
"ENSG00000164663","25862","USP49","protein_coding",0.355093385539259,3.24481880714765,3.00384254775198,0.00403086684170876,0.999982189702993
"ENSG00000179841","9495","AKAP5","protein_coding",0.776612400644242,3.57735329942029,2.97573298233499,0.00436136650118145,0.999982189702993
"ENSG00000179921","151306","GPBAR1","protein_coding",-0.567528091107349,2.96655231449505,-2.96782635169551,0.00445878074644069,0.999982189702993
"ENSG00000186469","54331","GNG2","protein_coding",0.48273299538667,7.0836299814411,2.95253322819765,0.0046529753234644,0.999982189702993
"ENSG00000189420","139735","ZFP92","protein_coding",0.533584909710774,1.53509422334877,2.94642746800701,0.00473268315243225,0.999982189702993
"ENSG00000136147","51131","PHF11","protein_coding",-0.413499838874628,4.65185384247307,-2.93208765176402,0.00492490347054701,0.999982189702993
"ENSG00000185482","246329","STAC3","protein_coding",-0.644895968778783,0.380859242300845,-2.92850214990736,0.00497408730207426,0.999982189702993
"ENSG00000130489","9997","SCO2","protein_coding",-1.62465539689975,2.28770564528509,-2.91769621953894,0.00512509132792874,0.999982189702993
"ENSG00000185022","23764","MAFF","protein_coding",0.563238483676012,2.31813312001489,2.9147953833088,0.00516634708719427,0.999982189702993
"ENSG00000070010","7353","UFD1","protein_coding",0.244351781735716,4.72219187872331,2.89419968097364,0.00546824506524414,0.999982189702993
"ENSG00000136682","150472","CBWD2","protein_coding",-0.429255160342537,4.34582691377611,-2.88146499839467,0.00566301794512523,0.999982189702993
"ENSG00000116273","148479","PHF13","protein_coding",0.361779404886323,2.89403538288023,2.83442623775239,0.00643955729028871,0.999982189702993
"ENSG00000196715","154807","VKORC1L1","protein_coding",0.310595441090871,3.89296963099411,2.81041668888529,0.00687282981674321,0.999982189702993
"ENSG00000135124","5025","P2RX4","protein_coding",-0.325970180497872,3.75954022745967,-2.79360288209144,0.00719210633706544,0.999982189702993
"ENSG00000166974","10982","MAPRE2","protein_coding",0.256951287040113,5.58794469766816,2.77947379462159,0.0074709228940536,0.999982189702993
"ENSG00000240764","56097","PCDHGC5","protein_coding",1.6582043053469,-1.45318697041672,2.7707008884133,0.00764902138681892,0.999982189702993
"ENSG00000136720","9394","HS6ST1","protein_coding",0.313572518723075,3.83104477384124,2.75197602350035,0.00804230831098572,0.999982189702993
"ENSG00000166444","6764","ST5","protein_coding",0.960635228561072,-0.617391030039602,2.74065164237488,0.00828910313079487,0.999982189702993
"ENSG00000250264",NA,NA,"protein_coding",-1.81895815923081,2.6697481945823,-2.71498243427494,0.00887450761717611,0.999982189702993
"ENSG00000185198","400668","PRSS57","protein_coding",1.54194230843182,-0.205790599455209,2.68349864628864,0.00964426379917092,0.999982189702993
"ENSG00000284976",NA,NA,"protein_coding",-0.42213561567945,2.51679936240208,-2.65585903654346,0.0103699574715326,0.999982189702993
"ENSG00000143473","3756","KCNH1","protein_coding",-1.52421937649112,-1.26190438541226,-2.6530374743158,0.0104467819531164,0.999982189702993
