ENSEMBL,critical_Val
ENSG00000000419,0.334365054524776
ENSG00000000457,0.268804870009345
ENSG00000000460,0.28116134743924
ENSG00000000938,0.295756402556769
ENSG00000000971,0.612496808301308
ENSG00000001036,0.336084050160782
ENSG00000001084,0.16961338783489
ENSG00000001167,0.276893982269717
ENSG00000001460,0.282799432332278
ENSG00000001461,0.316687034298741
ENSG00000001497,0.337543826981137
ENSG00000001561,0.497421792524604
ENSG00000001629,0.296355350465279
ENSG00000001630,0.41937631474101
ENSG00000001631,0.334215931317978
ENSG00000002016,0.260641879059001
ENSG00000002330,0.301442919360945
ENSG00000002549,0.470686014200789
ENSG00000002586,0.334507646427642
ENSG00000002587,0.414449870891478
ENSG00000002726,0.827611608817126
ENSG00000002745,0.421941160468438
ENSG00000002822,0.348879529420707
ENSG00000002834,0.26240529751665
ENSG00000002919,0.242586192769455
ENSG00000002933,0.84515944844555
ENSG00000003056,0.300888199020609
ENSG00000003096,0.499164054137908
ENSG00000003137,4.37087603705921
ENSG00000003147,0.279305024112943
ENSG00000003249,0.54302750455475
ENSG00000003393,0.259820722475426
ENSG00000003400,0.330578954469522
ENSG00000003402,0.268189064905794
ENSG00000003436,0.275883769444266
ENSG00000003509,0.320813469469853
ENSG00000003756,0.279030259944087
ENSG00000003987,0.299313158223426
ENSG00000004059,0.240276252565298
ENSG00000004139,0.334940594219804
ENSG00000004142,0.174885597407692
ENSG00000004399,0.368547392554857
ENSG00000004455,0.310039857149579
ENSG00000004468,0.445982500745172
ENSG00000004478,0.310540661510862
ENSG00000004487,0.326915676145757
ENSG00000004534,0.312035979687442
ENSG00000004660,0.298887189028424
ENSG00000004700,0.372761753319124
ENSG00000004766,0.303064258958875
ENSG00000004777,0.428305480480395
ENSG00000004779,0.392554242230176
ENSG00000004799,0.439684914450912
ENSG00000004809,0.347093667880786
ENSG00000004838,0.513781036816595
ENSG00000004864,0.303251500969191
ENSG00000004866,0.26486829821837
ENSG00000004897,0.124920755966422
ENSG00000004939,0.460362399778587
ENSG00000004961,0.22238250875605
ENSG00000004975,0.305713433646951
ENSG00000005007,0.250054449036198
ENSG00000005020,0.31755484410976
ENSG00000005022,0.340443476131936
ENSG00000005059,0.370477680142894
ENSG00000005075,0.215694521752449
ENSG00000005100,0.324147376470997
ENSG00000005102,0.48767000859002
ENSG00000005108,0.712573812568436
ENSG00000005156,0.286547447799668
ENSG00000005175,0.301773693425556
ENSG00000005187,0.331543989638723
ENSG00000005189,0.309168322821328
