ENSEMBL,ENTREZID,SYMBOL,gene_type,logFC_C10,logFC_C18,logFC_C19,P.Value_C10,P.Value_C18,P.Value_C19,pi_value_C10,pi_value_C18,pi_value_C19,pi_value_C10_C18_C19
ENSG00000267228,NA,NA,protein_coding,5.20604224579217,-4.10202335674088,1.10401888905129,0.00572077295862611,0.00494130888586039,0.527741174120656,11.6747855064811,9.45991396846347,0.306452482441113,110.442466491576
ENSG00000260238,100527963,PMF1-BGLAP,protein_coding,3.96042621793866,-2.17112870787295,1.78929751006571,0.00214960159881824,0.0458752996307169,0.0626339213381521,10.564999410173,2.90588444341092,2.15286558231066,66.0944102654492
ENSG00000281887,100527949,GIMAP1-GIMAP5,protein_coding,-5.54365652925321,3.97508405150012,-1.56857247775309,0.00823622729540742,0.0392965868207484,0.339362891930088,11.5544862890039,5.58755769516391,0.73618698013745,64.5613587777896
ENSG00000259753,NA,NA,protein_coding,0.829267622655968,3.92173141657679,4.75099903923276,0.720095153985818,0.0738441702459973,0.0242154748400428,0.118261948324938,4.43815985372592,7.67717265425635,34.072519464243
ENSG00000271793,NA,NA,protein_coding,-3.59346109629492,1.13817492627478,-2.45528617002014,0.00473801745011456,0.269042826143212,0.0285851236254575,8.35265298913579,0.64896296741017,3.79061792279446,31.6617161235009
ENSG00000262621,NA,NA,protein_coding,3.94341690099129,-0.419366376168255,3.52405052482303,0.0283793743896837,0.808514098603043,0.0361052643661089,6.10045483563519,0.0387127177567475,5.08319433328634,31.00979745097
ENSG00000250264,NA,NA,protein_coding,0.832519363621449,2.19403859250729,3.02655795612874,0.421968542450573,0.0231718583754749,0.00510282955170185,0.311961592892681,3.58733896143528,6.93744266735991,24.8869583733437
ENSG00000256436,259290,TAS2R31,protein_coding,1.44194429878608,0.457358365500313,1.89930266428639,0.00541304720259711,0.264327064515538,0.000127616124685269,3.26825065384996,0.264288358253298,7.3960639595372,24.1721908716736
ENSG00000285901,NA,NA,protein_coding,-4.2393298249062,0.0897695057714744,-4.14956031913472,0.0913145923902333,0.962130853154645,0.0617905748960909,4.40661299614589,0.00150506282057867,5.01714111271885,22.1085992308047
ENSG00000281028,55300,PI4K2B,protein_coding,-3.19201415223416,2.79234018926598,-0.399673962968178,0.0308624437468675,0.0246063040919488,0.789451830381172,4.82175982410688,4.49274583668207,0.0410362699526018,21.662941375237
